code_zone_geo;zone_geographique;annee;code_indicateur;indicateur;code_type_pers;type_de_personnel;code_taille;taille_d_entreprise;secret;non_disponible;etat_des_donnees;valeur
42;Alsace;2003;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;44.21
42;Alsace;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3936.39
42;Alsace;2006;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;1073.34
42;Alsace;2008;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;112.81
42;Alsace;2009;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;774.57
42;Alsace;2012;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1965.71
42;Alsace;2012;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;203.97
42;Alsace;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2406.56
42;Alsace;2013;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;semi-définitif;2224.32
42;Alsace;2013;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;semi-définitif;733.08
43;Franche-Comté;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3246.85
43;Franche-Comté;2006;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;752.66
43;Franche-Comté;2007;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;697.13
43;Franche-Comté;2007;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;2301.35
43;Franche-Comté;2007;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;85.77
43;Franche-Comté;2010;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;561.13
43;Franche-Comté;2010;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;5763.23
52;Pays de la Loire;2007;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;222.49
52;Pays de la Loire;2008;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;7021.32
52;Pays de la Loire;2010;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;281.15
52;Pays de la Loire;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;812.04
53;Bretagne;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;530.8
53;Bretagne;2007;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;240.57
53;Bretagne;2007;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1880.97
53;Bretagne;2008;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;516.52
53;Bretagne;2010;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;332.13
53;Bretagne;2011;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;110.84
53;Bretagne;2012;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;3526.59
53;Bretagne;2013;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;semi-définitif;1194.25
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;185.97
21;Champagne-Ardenne;2007;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;64.56
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;40.11
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;1929.76
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;236.11
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;43.01
21;Champagne-Ardenne;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;442.7
22;Picardie;2003;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;63.04
22;Picardie;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;42.61
22;Picardie;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;645.09
22;Picardie;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4112.5
22;Picardie;2010;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;1094.19
22;Picardie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;semi-définitif;2273.67
23;Haute-Normandie;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1542.03
23;Haute-Normandie;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4717.76
23;Haute-Normandie;2005;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;118.09
07;Régions d'outre-mer;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;11.67
100;France;2004;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;10206.48
100;France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;9259.89
100;France;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;45247.08
100;France;2012;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;22394.5
100;France;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;22649.66
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;829.2
11;Île-de-France;2006;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;710.99
11;Île-de-France;2006;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;31675.26
11;Île-de-France;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;635.67
11;Île-de-France;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;30175.14
11;Île-de-France;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;12624.82
54;Poitou-Charentes;2007;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;228.52
54;Poitou-Charentes;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1046.14
54;Poitou-Charentes;2008;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;109.18
54;Poitou-Charentes;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;2090.1
54;Poitou-Charentes;2009;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;132.5
54;Poitou-Charentes;2010;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;650.82
54;Poitou-Charentes;2011;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;408.28
54;Poitou-Charentes;2012;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;103.93
72;Aquitaine;2002;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;777.95
72;Aquitaine;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;250.13
74;Limousin;2013;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;semi-définitif;8.16
82;Rhône-Alpes;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;13666.01
82;Rhône-Alpes;2007;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;2640.62
82;Rhône-Alpes;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;12315.43
82;Rhône-Alpes;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;12474.75
82;Rhône-Alpes;2012;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;13975.14
82;Rhône-Alpes;2012;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;1465.18
83;Auvergne;2003;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;552.54
83;Auvergne;2003;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;57.34
83;Auvergne;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4259.61
83;Auvergne;2006;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;oui;non;définitif;
83;Auvergne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;316.48
83;Auvergne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3148.08
83;Auvergne;2012;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;9.7
91;Languedoc-Roussillon;2005;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2006;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2007;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2007;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2009;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;233.37
91;Languedoc-Roussillon;2010;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;902.16
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;215.06
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2289.78
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;1107.83
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;semi-définitif;410.86
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;semi-définitif;1356.6
95;Provence-Alpes-Côte d'Azur + Corse;2006;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;3831.61
95;Provence-Alpes-Côte d'Azur + Corse;2006;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;793.5
95;Provence-Alpes-Côte d'Azur + Corse;2007;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;882.82
95;Provence-Alpes-Côte d'Azur + Corse;2008;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;231.96
95;Provence-Alpes-Côte d'Azur + Corse;2009;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;456.52
95;Provence-Alpes-Côte d'Azur + Corse;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;108.86
95;Provence-Alpes-Côte d'Azur + Corse;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;12599.2
95;Provence-Alpes-Côte d'Azur + Corse;2011;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;1939.68
95;Provence-Alpes-Côte d'Azur + Corse;2013;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;semi-définitif;1289.51
95;Provence-Alpes-Côte d'Azur + Corse;2013;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;semi-définitif;1072.18
54;Poitou-Charentes;2013;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;semi-définitif;95.61
72;Aquitaine;2009;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;1227.57
11;Île-de-France;2013;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;semi-définitif;39898.55
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;58.84
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;oui;non;définitif;
100;France;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;94353.99
100;France;2006;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;8266.38
100;France;2007;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;10345.32
100;France;2007;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;71910.7
100;France;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;2516.8
100;France;2009;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;16118.24
100;France;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;225890.84
100;France;2013;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;semi-définitif;23723.21
100;France;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;14040.69
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;8004.79
11;Île-de-France;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;80221.21
11;Île-de-France;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;8429.39
11;Île-de-France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;23210.55
11;Île-de-France;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;58089.48
11;Île-de-France;2010;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;11499.49
11;Île-de-France;2010;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;5662.82
11;Île-de-France;2011;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;25809.3
11;Île-de-France;2011;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;29930.04
11;Île-de-France;2012;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;1960.71
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;189.69
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;222.66
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;196.99
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;semi-définitif;209.03
22;Picardie;2005;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;369.64
22;Picardie;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1870.5
22;Picardie;2010;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;2043.94
22;Picardie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;semi-définitif;601.16
23;Haute-Normandie;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4225.07
23;Haute-Normandie;2004;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;79.49
73;Midi-Pyrénées;2010;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;7965.63
73;Midi-Pyrénées;2013;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;semi-définitif;1444.27
74;Limousin;2001;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;349.22
74;Limousin;2005;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;oui;non;définitif;
74;Limousin;2007;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;188.86
74;Limousin;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;0.72
82;Rhône-Alpes;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;2476.23
82;Rhône-Alpes;2003;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;336.81
82;Rhône-Alpes;2004;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;2697.45
82;Rhône-Alpes;2004;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;5805.84
82;Rhône-Alpes;2005;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;1397.02
82;Rhône-Alpes;2006;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;2673.82
82;Rhône-Alpes;2006;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;3886.83
82;Rhône-Alpes;2007;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;253.99
82;Rhône-Alpes;2008;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;28054.72
82;Rhône-Alpes;2010;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;1298.72
82;Rhône-Alpes;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;5356.97
82;Rhône-Alpes;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;7286.27
82;Rhône-Alpes;2013;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;semi-définitif;4642.39
83;Auvergne;2002;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4603.45
83;Auvergne;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;oui;non;définitif;
83;Auvergne;2005;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;oui;non;définitif;
41;Lorraine;2007;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;135.83
41;Lorraine;2007;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;588.38
41;Lorraine;2008;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;166.76
41;Lorraine;2008;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;250.04
41;Lorraine;2008;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;385.52
41;Lorraine;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;32.0
41;Lorraine;2010;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;382.67
41;Lorraine;2010;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;186.17
41;Lorraine;2013;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;semi-définitif;484.84
42;Alsace;2005;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;193.7
42;Alsace;2007;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;141.32
42;Alsace;2011;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;499.71
42;Alsace;2012;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;797.9
43;Franche-Comté;2005;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;42.89
43;Franche-Comté;2006;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;155.05
43;Franche-Comté;2006;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;2153.3
43;Franche-Comté;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;66.94
43;Franche-Comté;2011;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;2499.75
43;Franche-Comté;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;711.11
43;Franche-Comté;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;61.5
43;Franche-Comté;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;115.61
52;Pays de la Loire;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;6026.88
52;Pays de la Loire;2003;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;170.62
52;Pays de la Loire;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;341.35
52;Pays de la Loire;2003;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;334.68
52;Pays de la Loire;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2993.1
52;Pays de la Loire;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;157.89
52;Pays de la Loire;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3468.46
52;Pays de la Loire;2009;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1890.98
52;Pays de la Loire;2011;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;525.01
52;Pays de la Loire;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;2120.21
52;Pays de la Loire;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3678.68
52;Pays de la Loire;2013;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;semi-définitif;809.93
52;Pays de la Loire;2013;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;semi-définitif;459.33
53;Bretagne;2005;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;105.51
53;Bretagne;2007;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;95.78
53;Bretagne;2007;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;29.58
53;Bretagne;2007;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;175.57
53;Bretagne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2901.82
53;Bretagne;2008;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;3501.71
53;Bretagne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;490.34
53;Bretagne;2010;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;2329.64
53;Bretagne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;357.46
53;Bretagne;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;287.97
53;Bretagne;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;6562.7
53;Bretagne;2013;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;semi-définitif;1194.18
54;Poitou-Charentes;2003;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;65.05
54;Poitou-Charentes;2006;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;381.14
54;Poitou-Charentes;2006;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;271.46
54;Poitou-Charentes;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;189.6
54;Poitou-Charentes;2007;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;138.99
54;Poitou-Charentes;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;863.57
54;Poitou-Charentes;2010;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;91.67
54;Poitou-Charentes;2011;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;977.19
54;Poitou-Charentes;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;225.65
54;Poitou-Charentes;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;70.8
72;Aquitaine;2003;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;223.17
72;Aquitaine;2006;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;941.38
72;Aquitaine;2008;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;1702.71
72;Aquitaine;2012;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;607.83
72;Aquitaine;2012;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;2463.07
73;Midi-Pyrénées;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;7988.91
73;Midi-Pyrénées;2004;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;1691.2
