code_zone_geo;zone_geographique;annee;code_indicateur;indicateur;code_type_pers;type_de_personnel;code_taille;taille_d_entreprise;secret;non_disponible;etat_des_donnees;valeur
100;France;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;12897.77
11;Île-de-France;2006;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;1391.81
11;Île-de-France;2006;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;7187.79
11;Île-de-France;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;10355.28
11;Île-de-France;2013;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;semi-définitif;99924.83
07;Régions d'outre-mer;2009;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;126.22
100;France;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;185468.09
100;France;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;95293.84
100;France;2003;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;oui;définitif;
100;France;2004;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;22523.38
100;France;2006;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;23910.57
100;France;2006;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;2100.26
100;France;2006;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;114874.41
100;France;2007;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;123067.32
100;France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;8600.19
100;France;2008;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;220016.23
100;France;2008;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;118455.88
100;France;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;128373.39
100;France;2010;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;28231.66
11;Île-de-France;2005;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;1082.47
11;Île-de-France;2010;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;6255.88
11;Île-de-France;2011;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;65822.63
11;Île-de-France;2012;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;1074.32
82;Rhône-Alpes;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;11995.51
82;Rhône-Alpes;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;14940.73
82;Rhône-Alpes;2008;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;5197.34
82;Rhône-Alpes;2009;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;1336.34
82;Rhône-Alpes;2010;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;3060.24
82;Rhône-Alpes;2011;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;2260.72
82;Rhône-Alpes;2013;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;semi-définitif;341.46
82;Rhône-Alpes;2013;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;semi-définitif;11728.6
83;Auvergne;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1238.77
83;Auvergne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;3305.89
83;Auvergne;2009;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;354.2
83;Auvergne;2009;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;46.45
83;Auvergne;2009;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;26.53
83;Auvergne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;565.41
83;Auvergne;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1502.8
91;Languedoc-Roussillon;2002;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;299.14
91;Languedoc-Roussillon;2003;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2004;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;99.6
91;Languedoc-Roussillon;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;217.18
91;Languedoc-Roussillon;2007;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;oui;non;définitif;
91;Languedoc-Roussillon;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2274.26
91;Languedoc-Roussillon;2010;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;35.09
91;Languedoc-Roussillon;2010;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1411.95
91;Languedoc-Roussillon;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;178.78
91;Languedoc-Roussillon;2012;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4867.05
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;semi-définitif;820.75
95;Provence-Alpes-Côte d'Azur + Corse;2010;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;160.46
95;Provence-Alpes-Côte d'Azur + Corse;2011;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;5289.58
95;Provence-Alpes-Côte d'Azur + Corse;2013;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;semi-définitif;2282.78
54;Poitou-Charentes;2005;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;78.4
54;Poitou-Charentes;2005;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;312.65
54;Poitou-Charentes;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;801.2
54;Poitou-Charentes;2007;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;722.75
54;Poitou-Charentes;2008;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;35.22
54;Poitou-Charentes;2011;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;185.63
54;Poitou-Charentes;2013;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;semi-définitif;14.71
54;Poitou-Charentes;2013;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;semi-définitif;43.56
72;Aquitaine;2005;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;1762.58
72;Aquitaine;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;69.69
72;Aquitaine;2009;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1383.58
72;Aquitaine;2010;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;66.45
73;Midi-Pyrénées;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;5330.31
73;Midi-Pyrénées;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;4697.9
73;Midi-Pyrénées;2004;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;5715.79
73;Midi-Pyrénées;2005;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;2213.42
73;Midi-Pyrénées;2005;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;678.12
73;Midi-Pyrénées;2005;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;6614.06
73;Midi-Pyrénées;2006;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;338.42
73;Midi-Pyrénées;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;113.21
73;Midi-Pyrénées;2010;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;89.5
74;Limousin;2003;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;118.71
74;Limousin;2006;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;oui;non;définitif;
74;Limousin;2006;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;oui;non;définitif;
74;Limousin;2008;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;226.76
74;Limousin;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;679.55
74;Limousin;2011;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;449.16
74;Limousin;2012;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;52.61
82;Rhône-Alpes;2005;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;7322.38
11;Île-de-France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;semi-définitif;7587.17
21;Champagne-Ardenne;2004;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;20.04
21;Champagne-Ardenne;2004;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;85.19
21;Champagne-Ardenne;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;1862.79
21;Champagne-Ardenne;2007;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;60.92
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;98.7
21;Champagne-Ardenne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;948.02
22;Picardie;2008;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;461.31
22;Picardie;2008;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;269.87
22;Picardie;2010;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;692.11
22;Picardie;2010;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;496.88
22;Picardie;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;79.48
22;Picardie;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;1251.09
22;Picardie;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;semi-définitif;2170.31
22;Picardie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;semi-définitif;591.32
23;Haute-Normandie;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1658.28
23;Haute-Normandie;2006;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;260.22
23;Haute-Normandie;2006;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;552.25
23;Haute-Normandie;2006;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;1055.44
23;Haute-Normandie;2010;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1974.74
23;Haute-Normandie;2011;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;87.05
23;Haute-Normandie;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;643.82
23;Haute-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;semi-définitif;1176.26
24;Centre;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;321.17
24;Centre;2006;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;936.88
24;Centre;2009;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;448.66
24;Centre;2012;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;241.94
24;Centre;2013;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;semi-définitif;1156.71
25;Basse-Normandie;2003;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;27.2
25;Basse-Normandie;2005;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;1463.18
25;Basse-Normandie;2005;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;813.07
25;Basse-Normandie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;249.77
25;Basse-Normandie;2010;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;99.06
25;Basse-Normandie;2011;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;70.73
25;Basse-Normandie;2012;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;16.33
25;Basse-Normandie;2013;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;semi-définitif;134.02
25;Basse-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;semi-définitif;220.66
26;Bourgogne;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;251.65
26;Bourgogne;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1157.57
26;Bourgogne;2005;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;30.01
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;29.26
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;70.49
26;Bourgogne;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;2895.27
26;Bourgogne;2009;pers;Effectifs de R&D;2;Soutien à la recherche;4;Plus de 1000 salariés;non;non;définitif;341.38
26;Bourgogne;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;300.22
31;Nord-Pas-de-Calais;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;2962.18
31;Nord-Pas-de-Calais;2006;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;33.47
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;définitif;541.85
31;Nord-Pas-de-Calais;2008;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;1762.24
31;Nord-Pas-de-Calais;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2275.99
31;Nord-Pas-de-Calais;2010;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1117.76
31;Nord-Pas-de-Calais;2010;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;386.33
31;Nord-Pas-de-Calais;2011;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;140.37
31;Nord-Pas-de-Calais;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;1162.91
31;Nord-Pas-de-Calais;2013;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;semi-définitif;45.51
31;Nord-Pas-de-Calais;2013;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;semi-définitif;42.42
31;Nord-Pas-de-Calais;2013;pers;Effectifs de R&D;0;Tous types de personnel;3;De 500 à 1000 salariés;non;non;semi-définitif;481.89
31;Nord-Pas-de-Calais;2013;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;semi-définitif;2210.18
41;Lorraine;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1563.33
41;Lorraine;2005;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;6.78
41;Lorraine;2005;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;45.19
41;Lorraine;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1347.85
41;Lorraine;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1808.52
41;Lorraine;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3411.94
41;Lorraine;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;1863.73
42;Alsace;2002;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;3952.14
42;Alsace;2006;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;53.61
42;Alsace;2006;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;167.01
42;Alsace;2008;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;850.37
42;Alsace;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;2350.36
42;Alsace;2011;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;36.8
42;Alsace;2011;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;488.43
42;Alsace;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;2898.79
42;Alsace;2013;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;semi-définitif;520.02
42;Alsace;2013;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;semi-définitif;105.59
43;Franche-Comté;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;4623.53
43;Franche-Comté;2002;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;431.57
43;Franche-Comté;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;oui;non;définitif;
43;Franche-Comté;2007;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;300.8
43;Franche-Comté;2008;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;2166.03
43;Franche-Comté;2010;dird;Dépense intérieure de R&D;;;1;Moins de 250 salariés;non;non;définitif;54.05
43;Franche-Comté;2012;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;160.2
43;Franche-Comté;2012;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;540.37
52;Pays de la Loire;2005;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;185.99
52;Pays de la Loire;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;596.42
52;Pays de la Loire;2007;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;105.88
52;Pays de la Loire;2009;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;98.19
52;Pays de la Loire;2009;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;2098.11
52;Pays de la Loire;2011;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;1390.97
52;Pays de la Loire;2013;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;semi-définitif;832.94
52;Pays de la Loire;2013;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;semi-définitif;710.54
53;Bretagne;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes tailles d'entreprise;non;non;définitif;6934.42
53;Bretagne;2003;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;155.52
53;Bretagne;2007;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;849.18
53;Bretagne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;1218.07
53;Bretagne;2008;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;18.67
53;Bretagne;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;112.88
53;Bretagne;2009;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;315.09
53;Bretagne;2010;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;3628.27
53;Bretagne;2011;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;661.83
53;Bretagne;2012;pers;Effectifs de R&D;2;Soutien à la recherche;2;De 250 à 500 salariés;non;non;définitif;384.01
54;Poitou-Charentes;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;62.19
54;Poitou-Charentes;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;82.32
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;984.77
21;Champagne-Ardenne;2011;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;119.34
21;Champagne-Ardenne;2012;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;37.88
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;semi-définitif;367.55
22;Picardie;2004;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;120.91
22;Picardie;2007;pers;Effectifs de R&D;2;Soutien à la recherche;3;De 500 à 1000 salariés;non;non;définitif;546.84
22;Picardie;2008;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;761.88
22;Picardie;2011;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;135.68
22;Picardie;2011;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;766.52
23;Haute-Normandie;2005;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1590.83
100;France;2010;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;16140.0
100;France;2011;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;17390.32
21;Champagne-Ardenne;2005;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;57.66
22;Picardie;2003;pers;Effectifs de R&D;1;Chercheurs;2;De 250 à 500 salariés;non;non;définitif;356.12
22;Picardie;2009;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;85.57
22;Picardie;2011;pers;Effectifs de R&D;2;Soutien à la recherche;1;Moins de 250 salariés;non;non;définitif;478.27
22;Picardie;2013;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;semi-définitif;611.65
23;Haute-Normandie;2001;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;460.96
23;Haute-Normandie;2003;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;946.8
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;954.29
21;Champagne-Ardenne;2011;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;44.93
23;Haute-Normandie;2004;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;52.06
23;Haute-Normandie;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1753.74
23;Haute-Normandie;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes tailles d'entreprise;non;non;définitif;1848.28
23;Haute-Normandie;2007;dird;Dépense intérieure de R&D;;;3;De 500 à 1000 salariés;non;non;définitif;107.2
23;Haute-Normandie;2007;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;615.91
07;Régions d'outre-mer;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;12.21
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;oui;non;définitif;
07;Régions d'outre-mer;2009;pers;Effectifs de R&D;1;Chercheurs;1;Moins de 250 salariés;non;non;définitif;46.66
07;Régions d'outre-mer;2010;pers;Effectifs de R&D;0;Tous types de personnel;1;Moins de 250 salariés;non;non;définitif;108.45
100;France;2002;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes tailles d'entreprise;non;non;définitif;95922.91
100;France;2005;dird;Dépense intérieure de R&D;;;2;De 250 à 500 salariés;non;non;définitif;2264.12
100;France;2005;pers;Effectifs de R&D;0;Tous types de personnel;2;De 250 à 500 salariés;non;non;définitif;21711.54
100;France;2008;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;69957.56
100;France;2012;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;définitif;30041.4
100;France;2012;dird;Dépense intérieure de R&D;;;4;Plus de 1000 salariés;non;non;définitif;17422.66
100;France;2013;dird;Dépense intérieure de R&D;;;0;Toutes tailles d'entreprise;non;non;semi-définitif;30708.07
11;Île-de-France;2004;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;4377.75
11;Île-de-France;2007;pers;Effectifs de R&D;0;Tous types de personnel;4;Plus de 1000 salariés;non;non;définitif;59090.19
11;Île-de-France;2012;pers;Effectifs de R&D;1;Chercheurs;4;Plus de 1000 salariés;non;non;définitif;39848.17
21;Champagne-Ardenne;2004;pers;Effectifs de R&D;1;Chercheurs;3;De 500 à 1000 salariés;non;non;définitif;189.39
